,Close,Open,High,Low,Adj Close,Volume
2020-02-25,198.7,198.8,199.27,195.83,198.7,123915110
2020-02-26,195.02,194.87,197.27,194.7,195.02,81030643
2020-02-27,193.1,192.38,193.66,191.9,193.1,85716136
2020-02-28,200.92,200.79,203.12,196.91,200.92,80441555
2020-03-02,207.32,207.4,210.03,207.22,207.32,142938554
2020-03-03,216.91,216.64,217.18,216.25,216.91,119799776
2020-03-04,214.36,213.32,215.52,212.98,214.36,136793616
2020-03-05,216.94,215.88,217.69,215.84,216.94,57420580
2020-03-06,215.07,214.73,215.41,214.48,215.07,107852210
2020-03-09,212.26,212.45,214.41,211.6,212.26,121456178
2020-03-10,207.6,207.56,208.73,207.51,207.6,53823496
2020-03-11,209.97,208.79,211.74,207.31,209.97,114588126
2020-03-12,213.39,212.6,216.65,211.64,213.39,124517004
2020-03-13,217.85,216.49,219.65,216.47,217.85,123381539
2020-03-16,216.74,217.94,219.56,215.7,216.74,66198563
2020-03-17,213.67,213.38,214.76,213.05,213.67,140417464
2020-03-18,217.97,216.84,219.44,216.12,217.97,115383863
2020-03-19,219.74,220.39,220.91,218.91,219.74,147234429
2020-03-20,221.69,221.41,223.43,221.3,221.69,146826364
2020-03-23,215.76,215.49,216.26,212.28,215.76,140861308
2020-03-24,223.59,223.89,226.04,221.4,223.59,81435642
2020-03-25,223.31,222.29,224.03,221.22,223.31,70923904
2020-03-26,221.78,221.77,221.9,221.63,221.78,106427600
2020-03-27,225.18,227.16,228.35,223.36,225.18,129873468
2020-03-30,222.08,223.7,224.81,216.74,222.08,135585420
2020-03-31,231.65,232.33,235.51,229.41,231.65,124992435
2020-04-01,229.85,229.58,229.92,227.46,229.85,108732593
2020-04-02,229.08,227.87,229.89,226.88,229.08,121493125
2020-04-03,229.68,231.77,231.88,226.76,229.68,60743570
2020-04-06,221.2,219.48,221.23,218.9,221.2,107121168
2020-04-07,226.2,227.36,228.62,225.95,226.2,68957530
2020-04-08,226.61,226.77,227.86,225.25,226.61,117311330
2020-04-09,225.89,225.21,231.42,225.09,225.89,94075987
2020-04-10,228.82,228.72,230.42,227.67,228.82,142816400
2020-04-13,227.09,227.79,228.55,226.94,227.09,107045218
2020-04-14,224.77,225.21,226.59,220.64,224.77,128751560
2020-04-15,219.41,217.86,220.13,217.24,219.41,149641832
2020-04-16,217.41,218.74,219.41,217.06,217.41,91233452
2020-04-17,214.81,214.14,218.09,212.81,214.81,128414299
2020-04-20,216.68,216.57,218.0,214.63,216.68,50809606
2020-04-21,215.6,215.0,215.94,212.53,215.6,91088729
2020-04-22,210.34,210.4,210.77,209.51,210.34,121517229
2020-04-23,206.12,207.09,208.39,205.68,206.12,82460858
2020-04-24,208.13,209.7,212.02,207.05,208.13,136799111
2020-04-27,208.3,207.74,211.06,205.83,208.3,125485859
2020-04-28,207.76,207.81,208.65,204.7,207.76,120367923
2020-04-29,203.77,204.02,205.09,202.89,203.77,80967902
2020-04-30,201.12,201.42,201.78,200.36,201.12,141188888
2020-05-01,204.94,203.62,206.32,202.6,204.94,69887586
2020-05-04,211.15,211.52,214.5,210.75,211.15,97827191
2020-05-05,211.26,211.73,212.93,210.78,211.26,100411772
2020-05-06,205.13,205.28,205.59,203.99,205.13,81325240
2020-05-07,210.33,210.08,214.17,208.66,210.33,135902316
2020-05-08,211.74,212.4,212.91,208.46,211.74,138004135
2020-05-11,207.91,209.85,210.34,207.78,207.91,50976044
2020-05-12,206.86,206.49,208.4,206.3,206.86,145362009
2020-05-13,206.81,206.21,209.03,205.58,206.81,129880038
2020-05-14,202.34,201.5,203.49,201.01,202.34,95072863
2020-05-15,205.71,203.99,205.74,203.73,205.71,132038770
2020-05-18,201.83,200.61,203.99,200.61,201.83,82687238
2020-05-19,205.93,205.88,209.09,205.5,205.93,124072264
2020-05-20,201.62,200.97,202.14,200.57,201.62,72760397
2020-05-21,203.22,203.58,205.15,201.43,203.22,63131339
2020-05-22,198.97,198.76,199.72,198.39,198.97,51228315
2020-05-25,195.4,195.03,198.53,193.8,195.4,76074327
2020-05-26,198.58,198.3,200.6,197.82,198.58,68286374
2020-05-27,198.13,197.94,201.1,196.64,198.13,86542726
2020-05-28,199.08,199.89,202.31,198.49,199.08,71867820
2020-05-29,195.85,197.22,197.88,195.75,195.85,128658286
2020-06-01,197.65,196.75,197.88,196.69,197.65,91737376
2020-06-02,194.46,194.37,195.32,194.14,194.46,143773657
2020-06-03,190.47,190.09,190.69,189.68,190.47,115156598
2020-06-04,192.78,192.04,194.05,191.57,192.78,122976359
2020-06-05,196.16,195.38,197.32,193.79,196.16,56152076
2020-06-08,192.89,191.37,193.83,190.23,192.89,93428155
2020-06-09,187.31,188.53,189.57,186.8,187.31,56647890
2020-06-10,183.18,183.23,185.44,182.66,183.18,111431621
2020-06-11,184.87,185.29,186.68,183.4,184.87,67832753
2020-06-12,184.28,183.22,185.64,179.6,184.28,127828556
2020-06-15,183.95,183.65,184.47,182.78,183.95,57599890
2020-06-16,188.74,189.75,189.99,187.38,188.74,97096955
2020-06-17,190.7,190.1,191.56,189.53,190.7,146597219
2020-06-18,191.32,191.54,194.63,190.03,191.32,107151795
2020-06-19,192.58,192.99,193.3,190.3,192.58,97237700
2020-06-22,191.53,191.78,196.61,190.32,191.53,137387750
2020-06-23,190.63,191.0,191.86,190.07,190.63,136416123
2020-06-24,199.67,200.12,202.4,198.51,199.67,77869809
2020-06-25,200.79,200.98,201.42,200.24,200.79,54029802
2020-06-26,207.42,206.25,207.46,205.3,207.42,56290745
2020-06-29,206.6,206.44,207.81,204.57,206.6,55021786
2020-06-30,207.03,205.86,210.27,204.16,207.03,100032111
2020-07-01,215.08,214.24,217.11,212.91,215.08,63226037
2020-07-02,210.95,210.47,214.59,210.23,210.95,128285115
2020-07-03,216.5,218.03,218.69,216.31,216.5,97192540
2020-07-06,207.9,207.35,210.58,205.56,207.9,107326195
2020-07-07,206.47,206.59,207.25,204.63,206.47,87187711
2020-07-08,205.35,205.03,205.82,203.22,205.35,93359216
2020-07-09,203.28,203.39,204.03,201.0,203.28,133475321
2020-07-10,202.37,202.78,204.22,202.34,202.37,99808739
2020-07-13,197.78,196.16,200.99,196.06,197.78,128235396
2020-07-14,201.89,201.51,202.33,197.73,201.89,103092564
2020-07-15,198.7,198.85,199.82,197.2,198.7,58251649
2020-07-16,199.59,199.31,202.35,195.76,199.59,96876465
2020-07-17,203.56,203.8,206.47,203.15,203.56,52964984
2020-07-20,205.79,206.59,208.04,204.54,205.79,83745660
2020-07-21,205.84,204.29,206.41,203.09,205.84,84916083
2020-07-22,202.15,202.79,203.33,201.56,202.15,119902400
2020-07-23,203.99,204.85,209.15,202.62,203.99,107416216
2020-07-24,207.14,207.37,207.52,205.92,207.14,116218098
2020-07-27,206.92,205.83,207.07,204.76,206.92,125654750
2020-07-28,205.53,205.54,209.07,204.27,205.53,129722147
2020-07-29,200.44,200.06,201.35,199.48,200.44,132258220
2020-07-30,203.6,203.38,207.79,201.87,203.6,86691059
2020-07-31,200.11,200.42,201.21,199.36,200.11,54567276
2020-08-03,197.91,198.01,200.77,197.38,197.91,94250975
2020-08-04,194.3,193.96,195.33,193.52,194.3,122900673
2020-08-05,195.58,196.93,196.99,193.47,195.58,107318205
2020-08-06,193.14,192.11,196.91,191.82,193.14,72343836
2020-08-07,202.6,202.43,204.47,198.88,202.6,147079599
2020-08-10,211.16,211.16,212.24,210.52,211.16,135686938
2020-08-11,204.45,203.51,206.06,201.81,204.45,76651580
2020-08-12,203.74,205.25,206.03,202.44,203.74,149131092
2020-08-13,202.58,202.5,202.59,201.4,202.58,145937906
2020-08-14,204.1,204.02,204.18,203.47,204.1,69328205
2020-08-17,211.09,211.1,214.59,210.1,211.09,134691490
2020-08-18,213.64,214.72,218.26,212.63,213.64,65758693
2020-08-19,214.14,212.27,214.88,208.92,214.14,123882731
2020-08-20,218.44,219.0,219.38,216.83,218.44,87274489
2020-08-21,218.98,219.83,221.95,218.62,218.98,90045843
2020-08-24,217.44,216.57,218.46,214.13,217.44,60502183
2020-08-25,221.7,221.81,222.87,219.1,221.7,84537269
2020-08-26,226.94,225.68,228.34,225.49,226.94,142429499
2020-08-27,227.61,227.2,228.04,225.53,227.61,58644431
2020-08-28,226.7,227.6,232.03,222.91,226.7,75463924
2020-08-31,226.93,227.03,227.64,223.24,226.93,57248562
2020-09-01,227.93,227.37,228.05,225.19,227.93,113841317
2020-09-02,234.84,235.27,236.99,233.97,234.84,107475877
2020-09-03,228.07,229.91,229.98,225.8,228.07,135781296
2020-09-04,234.78,236.63,239.68,231.8,234.78,68423267
2020-09-07,235.13,233.29,235.49,232.19,235.13,148347023
2020-09-08,238.7,240.23,244.84,233.01,238.7,116063506
2020-09-09,237.55,237.1,237.97,236.16,237.55,86055395
2020-09-10,236.87,236.2,236.93,236.17,236.87,82056173
2020-09-11,241.33,242.75,242.9,240.1,241.33,144640222
2020-09-14,243.17,241.96,244.06,240.84,243.17,126913544
2020-09-15,244.42,245.53,246.62,241.66,244.42,131270212
2020-09-16,247.45,248.01,248.03,246.03,247.45,122401304
2020-09-17,239.87,240.2,241.72,236.21,239.87,123067422
2020-09-18,248.82,249.21,249.72,246.58,248.82,82738127
2020-09-21,259.5,258.58,259.84,254.67,259.5,132209277
2020-09-22,267.08,264.24,271.21,260.51,267.08,72887830
2020-09-23,273.47,273.84,276.03,270.27,273.47,136728279
2020-09-24,277.02,274.35,277.11,272.54,277.02,131882154
2020-09-25,269.49,267.08,273.09,264.75,269.49,83736456
2020-09-28,269.25,268.95,273.98,267.05,269.25,88316577
2020-09-29,268.16,267.57,271.31,267.17,268.16,54600652
2020-09-30,269.14,270.31,272.93,266.87,269.14,98737582
2020-10-01,270.3,269.99,270.79,267.35,270.3,127047500
2020-10-02,260.21,260.28,260.51,258.71,260.21,81344832
2020-10-05,268.02,270.33,271.08,266.68,268.02,128238700
2020-10-06,269.59,266.85,270.13,266.6,269.59,99740217
2020-10-07,272.49,273.32,275.42,266.71,272.49,69147882
2020-10-08,276.62,279.13,284.76,274.48,276.62,118614693
2020-10-09,283.01,284.74,286.22,281.95,283.01,140806103
2020-10-12,274.98,276.02,277.08,273.23,274.98,51952677
2020-10-13,280.61,280.99,281.29,280.31,280.61,105793952
2020-10-14,276.67,275.73,277.81,273.71,276.67,111972797
2020-10-15,273.51,274.48,278.2,273.49,273.51,68870619
2020-10-16,278.38,276.58,278.76,275.68,278.38,122928772
2020-10-19,278.44,279.41,279.56,271.26,278.44,54894236
2020-10-20,269.41,268.41,271.38,266.25,269.41,111755760
2020-10-21,266.23,266.39,271.11,264.23,266.23,87054704
2020-10-22,264.52,264.12,264.55,263.2,264.52,88286401
2020-10-23,266.0,266.88,268.54,264.95,266.0,58182160
2020-10-26,265.64,266.2,269.67,264.18,265.64,126751726
2020-10-27,262.78,262.21,265.39,261.75,262.78,56363158
2020-10-28,264.37,264.14,264.38,263.41,264.37,68386526
2020-10-29,253.29,253.92,255.06,250.61,253.29,64313749
2020-10-30,255.05,253.79,256.68,253.09,255.05,59334465
2020-11-02,258.44,256.9,259.62,255.67,258.44,68969383
2020-11-03,266.31,265.71,267.02,261.7,266.31,129648773
2020-11-04,254.29,252.83,254.79,251.46,254.29,115210515
2020-11-05,246.44,245.01,248.96,242.94,246.44,54560149
2020-11-06,235.65,236.04,240.76,235.28,235.65,57974958
2020-11-09,229.76,228.47,231.28,227.38,229.76,127653190
2020-11-10,229.28,228.9,232.34,227.58,229.28,146276091
2020-11-11,228.49,228.12,229.84,227.53,228.49,69867046
2020-11-12,227.25,227.11,228.71,222.74,227.25,136945082
2020-11-13,227.13,226.21,230.46,226.18,227.13,89191250
2020-11-16,224.13,224.81,225.35,223.88,224.13,114688679
2020-11-17,214.55,214.34,214.65,213.31,214.55,98105777
2020-11-18,217.78,216.98,218.43,212.46,217.78,121461140
2020-11-19,216.49,216.51,221.24,216.01,216.49,142035803
2020-11-20,211.98,211.32,214.96,207.86,211.98,108782153
2020-11-23,210.69,209.53,215.25,208.59,210.69,51359234
2020-11-24,213.2,213.29,213.77,211.78,213.2,86425325
2020-11-25,215.54,214.81,217.49,214.79,215.54,77026981
2020-11-26,212.74,213.73,216.6,210.38,212.74,148050236
2020-11-27,212.94,214.25,215.28,210.01,212.94,137161348
2020-11-30,207.2,207.97,208.98,206.04,207.2,58744755
2020-12-01,201.57,202.08,202.6,198.36,201.57,63740053
2020-12-02,201.5,201.85,203.43,196.31,201.5,111545314
2020-12-03,201.56,200.8,204.96,200.12,201.56,56466952
2020-12-04,202.41,202.34,204.84,201.0,202.41,120196472
2020-12-07,204.72,203.92,206.92,201.53,204.72,104665767
2020-12-08,204.96,205.87,206.06,204.71,204.96,60685891
2020-12-09,205.07,202.82,205.5,199.69,205.07,98827966
2020-12-10,205.98,205.42,206.7,204.95,205.98,113005586
2020-12-11,202.2,202.91,203.85,200.98,202.2,108679033
2020-12-14,201.88,201.78,202.43,200.0,201.88,123417779
2020-12-15,206.5,206.6,208.59,204.68,206.5,104346357
2020-12-16,210.61,210.12,211.22,207.98,210.61,92923206
2020-12-17,218.82,219.62,220.2,216.89,218.82,82275860
2020-12-18,215.78,216.59,217.94,215.39,215.78,93823006
2020-12-21,208.24,207.66,214.24,207.04,208.24,71103680
2020-12-22,211.8,212.24,213.4,210.35,211.8,139209006
2020-12-23,207.39,208.39,209.04,206.19,207.39,94886020
2020-12-24,208.75,207.62,209.41,206.87,208.75,76576736
2020-12-25,208.28,208.73,210.15,207.99,208.28,53743560
2020-12-28,208.25,208.84,210.26,206.48,208.25,74548729
2020-12-29,208.2,208.92,212.73,204.84,208.2,68843049
2020-12-30,205.34,203.95,206.79,201.98,205.34,119938466
2020-12-31,200.44,198.95,201.81,197.53,200.44,116840222
2021-01-01,200.71,200.49,203.57,196.19,200.71,104089014
2021-01-04,196.37,196.53,198.07,194.11,196.37,136359615
2021-01-05,196.52,195.3,201.6,193.41,196.52,121609995
2021-01-06,200.71,201.39,202.56,198.07,200.71,101738346
2021-01-07,199.43,198.33,199.86,195.86,199.43,122249340
2021-01-08,204.11,204.09,204.42,203.96,204.11,111126377
2021-01-11,208.41,206.61,209.69,206.28,208.41,55208813
2021-01-12,205.18,205.07,205.75,201.92,205.18,81714405
2021-01-13,202.17,202.55,205.13,201.09,202.17,56669431
2021-01-14,205.27,205.13,207.2,205.07,205.27,93910151
2021-01-15,204.35,203.46,204.95,202.21,204.35,104078327
2021-01-18,209.0,209.33,211.5,206.82,209.0,113955628
2021-01-19,206.06,206.7,207.11,205.53,206.06,93202678
2021-01-20,208.94,209.95,210.6,208.25,208.94,92337848
2021-01-21,206.36,204.88,206.64,204.37,206.36,78802776
2021-01-22,208.89,207.07,209.42,206.82,208.89,148998759
2021-01-25,208.56,207.93,208.9,207.58,208.56,68800529
2021-01-26,209.47,210.16,212.16,207.07,209.47,87161302
2021-01-27,202.36,203.62,203.89,199.14,202.36,78410601
2021-01-28,205.18,204.86,208.93,204.69,205.18,114221650
2021-01-29,209.41,208.15,215.13,204.94,209.41,147620561
2021-02-01,211.66,211.06,211.84,210.2,211.66,126840598
2021-02-02,205.05,205.39,206.68,201.48,205.05,85535480
2021-02-03,203.95,203.14,204.15,202.82,203.95,127810180
2021-02-04,202.22,202.09,203.19,201.75,202.22,111602045
2021-02-05,204.76,204.75,206.36,203.91,204.76,88394624
2021-02-08,200.88,202.23,203.25,200.27,200.88,77568529
2021-02-09,200.71,199.7,202.48,198.18,200.71,106866983
2021-02-10,201.01,199.33,203.01,196.0,201.01,82257107
2021-02-11,206.86,207.27,209.17,206.05,206.86,131412450
2021-02-12,203.74,204.61,204.63,203.18,203.74,120502256
2021-02-15,206.3,205.51,207.85,202.76,206.3,80317031
2021-02-16,210.14,209.37,210.49,208.75,210.14,96213833
2021-02-17,209.87,208.79,210.5,206.42,209.87,146385145
2021-02-18,207.95,207.61,209.6,206.24,207.95,129449395
2021-02-19,201.5,201.0,203.24,198.0,201.5,82266923
2021-02-22,197.53,197.04,198.83,195.76,197.53,140496869
2021-02-23,195.21,194.43,195.93,192.19,195.21,62173728
2021-02-24,200.38,198.75,201.04,196.74,200.38,109342302
2021-02-25,201.89,202.12,203.39,201.33,201.89,124532121
2021-02-26,206.77,208.31,209.98,204.46,206.77,64362980
2021-03-01,199.25,199.38,200.34,198.81,199.25,121926011
2021-03-02,204.23,204.98,205.42,201.71,204.23,122821929
2021-03-03,204.8,205.47,207.08,204.16,204.8,96275242
2021-03-04,208.26,210.29,211.58,206.02,208.26,94119361
2021-03-05,205.04,204.83,206.41,201.25,205.04,144660563
2021-03-08,209.29,209.44,210.25,207.4,209.29,144605716
2021-03-09,206.02,206.05,207.83,205.04,206.02,119688812
2021-03-10,199.35,198.08,199.88,197.39,199.35,110307669
2021-03-11,202.97,204.15,204.37,200.9,202.97,72677113
2021-03-12,203.23,202.45,206.19,199.29,203.23,70184989
2021-03-15,208.79,208.7,209.38,208.02,208.79,64574347
2021-03-16,208.04,209.34,210.4,206.23,208.04,127946587
2021-03-17,205.32,205.34,205.82,204.5,205.32,94434260
2021-03-18,207.1,205.93,208.04,205.33,207.1,105715837
2021-03-19,209.58,209.58,210.03,208.33,209.58,65060950
2021-03-22,212.98,213.23,214.8,210.58,212.98,87941270
2021-03-23,216.54,217.07,221.5,215.32,216.54,90420758
2021-03-24,219.16,218.76,221.99,216.3,219.16,88317920
2021-03-25,213.61,212.94,216.86,212.47,213.61,86421669
2021-03-26,221.6,222.03,223.6,220.07,221.6,91731691
2021-03-29,224.03,223.61,224.82,223.32,224.03,99917879
2021-03-30,224.05,225.18,226.42,223.03,224.05,93262299
2021-03-31,227.36,227.08,228.46,224.3,227.36,83527811
2021-04-01,229.75,229.96,231.88,227.18,229.75,74121219
2021-04-02,232.02,232.6,235.09,229.97,232.02,118853597
2021-04-05,233.61,235.01,236.02,232.57,233.61,100265368
2021-04-06,234.77,234.42,235.07,232.47,234.77,104720736
2021-04-07,238.88,238.6,240.41,234.81,238.88,127293726
2021-04-08,243.89,244.26,245.09,243.38,243.89,83267300
2021-04-09,249.26,248.79,250.12,244.16,249.26,122923601
2021-04-12,261.54,260.24,266.46,258.58,261.54,146368613
2021-04-13,264.63,265.44,270.13,264.4,264.63,124515870
2021-04-14,271.14,269.77,272.59,269.55,271.14,141097174
2021-04-15,277.76,277.8,279.76,276.65,277.76,69202566
2021-04-16,263.23,262.13,265.08,260.32,263.23,130422040
2021-04-19,268.04,268.31,269.68,266.27,268.04,110050892
2021-04-20,273.97,276.49,278.83,269.39,273.97,86264941
2021-04-21,272.09,271.0,273.31,270.4,272.09,72098431
2021-04-22,273.97,273.83,280.04,270.5,273.97,71339312
2021-04-23,269.82,270.49,273.51,267.95,269.82,133079976
2021-04-26,274.57,273.36,274.75,266.83,274.57,139839954
2021-04-27,261.99,260.14,264.5,258.85,261.99,67920527
2021-04-28,269.11,269.39,269.76,266.36,269.11,108556626
2021-04-29,268.68,269.77,271.89,267.65,268.68,72306502
2021-04-30,269.86,270.53,274.81,268.95,269.86,55928455
2021-05-03,265.96,265.31,267.63,262.02,265.96,63489804
2021-05-04,262.5,262.55,266.52,260.19,262.5,55513465
2021-05-05,259.02,256.67,260.81,255.55,259.02,80495374
2021-05-06,257.93,258.82,260.78,256.13,257.93,87811850
2021-05-07,264.26,265.11,268.01,263.04,264.26,106354411
2021-05-10,260.55,258.92,261.87,258.82,260.55,131129151
2021-05-11,263.39,263.09,265.93,263.02,263.39,90926171
2021-05-12,268.16,268.54,268.88,268.03,268.16,106091516
2021-05-13,274.24,274.73,277.41,272.43,274.24,87512083
2021-05-14,278.65,279.22,282.17,275.23,278.65,145406866
2021-05-17,280.72,277.48,282.25,273.63,280.72,111034023
2021-05-18,282.95,284.11,285.81,281.03,282.95,145123705
2021-05-19,280.32,279.99,283.76,278.09,280.32,79306327
2021-05-20,280.16,280.92,286.84,277.64,280.16,56411166
2021-05-21,275.56,275.51,275.6,271.2,275.56,101859125
2021-05-24,272.12,272.25,274.64,271.06,272.12,149886937
2021-05-25,276.2,279.03,279.66,273.8,276.2,51421842
2021-05-26,264.3,264.94,267.07,260.23,264.3,147317119
2021-05-27,256.46,256.51,258.12,255.76,256.46,70080971
2021-05-28,262.74,262.67,265.64,261.26,262.74,103205774
2021-05-31,267.38,268.35,269.82,264.75,267.38,139564800
2021-06-01,266.28,266.08,269.0,265.97,266.28,80027991
2021-06-02,265.61,266.85,271.07,264.86,265.61,59203336
2021-06-03,272.42,270.87,274.81,267.95,272.42,62478480
2021-06-04,272.76,271.15,275.95,269.39,272.76,142734728
2021-06-07,282.74,281.42,283.47,281.1,282.74,95153525
2021-06-08,281.63,285.12,286.26,278.07,281.63,61256102
2021-06-09,287.92,289.69,291.34,282.68,287.92,81709201
2021-06-10,285.83,285.11,286.33,281.83,285.83,70480381
2021-06-11,288.22,289.7,290.0,283.58,288.22,63674832
2021-06-14,290.28,290.99,292.33,288.21,290.28,55752650
2021-06-15,298.31,298.1,298.48,297.08,298.31,71262691
2021-06-16,291.07,291.85,296.12,287.76,291.07,134288236
2021-06-17,295.52,294.9,296.89,294.42,295.52,64702397
2021-06-18,290.42,290.15,292.41,290.0,290.42,107216696
2021-06-21,292.81,293.92,296.8,292.42,292.81,137097059
2021-06-22,287.76,288.95,290.42,283.23,287.76,87339955
2021-06-23,291.93,293.35,295.32,289.55,291.93,141758156
2021-06-24,294.17,294.1,297.85,291.99,294.17,104096739
2021-06-25,288.67,290.32,292.23,288.04,288.67,114488633
2021-06-28,282.23,284.98,286.73,281.38,282.23,70271033
2021-06-29,278.86,278.48,282.37,276.85,278.86,92758093
2021-06-30,267.57,265.2,272.83,264.21,267.57,69883264
2021-07-01,271.45,271.82,271.9,268.82,271.45,125016961
2021-07-02,276.23,273.79,278.05,272.49,276.23,51863387
2021-07-05,278.55,278.23,280.54,276.92,278.55,148126433
2021-07-06,281.66,280.59,281.97,280.36,281.66,107651614
2021-07-07,281.61,283.35,283.94,278.45,281.61,141242317
2021-07-08,285.13,284.55,285.83,282.14,285.13,126036143
2021-07-09,290.79,291.1,293.28,289.93,290.79,102345355
2021-07-12,303.21,303.0,306.0,300.1,303.21,84289858
2021-07-13,306.43,304.86,310.71,303.76,306.43,71232532
2021-07-14,302.95,302.86,305.19,299.19,302.95,68325292
2021-07-15,302.75,301.79,304.28,299.31,302.75,50381240
2021-07-16,311.31,310.26,313.83,304.21,311.31,118228644
2021-07-19,307.94,307.33,309.07,304.87,307.94,102859254
2021-07-20,310.28,312.54,316.63,304.96,310.28,90524237
2021-07-21,303.93,303.17,304.43,302.73,303.93,100104417
2021-07-22,302.9,305.69,309.39,302.87,302.9,119318898
2021-07-23,305.34,305.75,306.34,303.97,305.34,134942171
2021-07-26,310.92,313.58,315.81,308.93,310.92,52764348
2021-07-27,308.71,307.4,310.62,307.26,308.71,76686178
2021-07-28,310.39,308.2,312.36,302.43,310.39,94310201
2021-07-29,308.3,308.61,314.16,306.81,308.3,98865940
2021-07-30,308.34,307.55,312.18,307.11,308.34,113678953
2021-08-02,316.29,315.02,317.85,312.1,316.29,102691371
2021-08-03,319.64,317.52,320.89,316.6,319.64,134319652
2021-08-04,321.47,321.0,322.2,320.08,321.47,117712844
2021-08-05,320.85,320.62,325.25,320.03,320.85,116778005
2021-08-06,314.23,312.63,317.66,310.49,314.23,124123837
2021-08-09,312.5,312.36,314.27,309.11,312.5,98389858
2021-08-10,323.81,326.08,328.79,320.58,323.81,65010733
2021-08-11,319.75,322.3,324.75,314.25,319.75,139269559
2021-08-12,333.22,332.08,337.51,329.0,333.22,118245260
2021-08-13,333.93,332.82,336.1,330.26,333.93,92573656
2021-08-16,331.37,331.26,334.96,330.15,331.37,123185831
2021-08-17,329.36,329.92,332.69,327.67,329.36,133689485
2021-08-18,327.79,329.12,330.15,326.57,327.79,127587101
2021-08-19,322.4,321.16,326.73,318.69,322.4,77311271
2021-08-20,321.93,323.88,323.91,321.01,321.93,97274183
2021-08-23,320.13,319.75,320.91,318.91,320.13,108584715
2021-08-24,327.33,324.86,330.06,323.67,327.33,112112877
2021-08-25,319.54,320.23,323.71,318.71,319.54,133295480
2021-08-26,318.1,318.53,319.35,317.14,318.1,90270096
2021-08-27,320.1,317.15,321.66,312.4,320.1,76454933
2021-08-30,325.07,324.61,329.26,324.41,325.07,108657453
2021-08-31,326.43,323.45,330.09,320.84,326.43,63707052
2021-09-01,332.4,329.69,337.88,329.33,332.4,101050392
2021-09-02,339.43,339.7,340.95,338.8,339.43,122814336
2021-09-03,336.64,336.36,338.11,336.29,336.64,113437365
2021-09-06,342.82,342.78,343.36,340.72,342.82,66795612
2021-09-07,351.28,349.93,357.97,343.42,351.28,136068516
2021-09-08,361.49,361.72,367.82,358.93,361.49,114484612
2021-09-09,363.86,366.62,367.64,360.42,363.86,120355485
2021-09-10,362.92,363.07,365.1,360.43,362.92,74787754
2021-09-13,358.69,359.15,363.54,352.44,358.69,63408769
2021-09-14,358.34,355.39,361.78,342.88,358.34,63959790
2021-09-15,354.57,355.12,356.68,348.34,354.57,94886819
2021-09-16,368.99,371.29,374.04,365.12,368.99,103450131
2021-09-17,370.39,369.82,370.8,365.15,370.39,63424432
2021-09-20,367.86,367.67,370.09,364.12,367.86,79961911
2021-09-21,358.95,361.01,363.78,357.45,358.95,135338427
