,Close,Open,High,Low,Adj Close,Volume
2020-02-18,1534.57,1524.68,1539.82,1513.87,1534.57,81904510
2020-02-19,1474.82,1470.95,1490.27,1460.88,1474.82,125879878
2020-02-20,1467.94,1465.4,1484.3,1448.39,1467.94,104171604
2020-02-21,1442.66,1432.79,1459.78,1427.99,1442.66,86869020
2020-02-24,1433.33,1436.52,1445.3,1432.04,1433.33,59268331
2020-02-25,1423.28,1427.05,1441.78,1400.11,1423.28,101280507
2020-02-26,1401.79,1398.03,1414.92,1385.32,1401.79,79994250
2020-02-27,1420.82,1418.29,1427.53,1406.73,1420.82,125373401
2020-02-28,1406.89,1422.98,1434.67,1400.65,1406.89,83330426
2020-03-02,1383.54,1374.55,1389.05,1350.19,1383.54,91390891
2020-03-03,1380.71,1383.89,1392.27,1377.15,1380.71,141484192
2020-03-04,1397.48,1402.06,1402.28,1393.94,1397.48,111724511
2020-03-05,1364.34,1361.38,1365.63,1352.2,1364.34,105631666
2020-03-06,1370.6,1372.66,1376.27,1357.48,1370.6,81264973
2020-03-09,1402.86,1401.4,1409.31,1395.76,1402.86,144203981
2020-03-10,1430.56,1433.65,1442.67,1424.6,1430.56,80163431
2020-03-11,1436.68,1432.87,1451.8,1419.27,1436.68,108342426
2020-03-12,1505.52,1506.76,1525.38,1503.4,1505.52,58753245
2020-03-13,1511.27,1519.69,1529.79,1509.08,1511.27,50752419
2020-03-16,1526.48,1530.76,1533.34,1511.64,1526.48,115489950
2020-03-17,1526.05,1526.59,1535.5,1523.51,1526.05,85637870
2020-03-18,1568.29,1564.16,1583.22,1539.71,1568.29,50554172
2020-03-19,1563.29,1565.0,1576.37,1555.44,1563.29,144982063
2020-03-20,1541.7,1543.25,1551.06,1518.33,1541.7,111625207
2020-03-23,1550.31,1563.04,1567.61,1548.08,1550.31,115856077
2020-03-24,1536.14,1543.5,1571.99,1516.44,1536.14,86373934
2020-03-25,1496.96,1507.8,1511.79,1493.65,1496.96,88330383
2020-03-26,1508.34,1516.14,1529.87,1490.15,1508.34,116516095
2020-03-27,1473.39,1467.3,1479.68,1464.18,1473.39,116453308
2020-03-30,1446.72,1439.24,1452.01,1434.2,1446.72,100795743
2020-03-31,1411.31,1402.43,1428.22,1380.8,1411.31,135390215
2020-04-01,1446.63,1458.27,1463.31,1436.14,1446.63,122324621
2020-04-02,1443.85,1455.75,1479.59,1431.45,1443.85,142807478
2020-04-03,1422.7,1427.02,1433.1,1406.48,1422.7,106554542
2020-04-06,1440.73,1440.51,1458.98,1438.65,1440.73,136757978
2020-04-07,1482.6,1485.17,1495.03,1475.36,1482.6,85078829
2020-04-08,1553.43,1551.41,1562.9,1539.33,1553.43,133955457
2020-04-09,1554.18,1562.97,1589.98,1547.4,1554.18,92608716
2020-04-10,1501.1,1503.73,1522.9,1497.43,1501.1,59381231
2020-04-13,1523.99,1521.13,1541.34,1518.39,1523.99,77054462
2020-04-14,1563.52,1562.64,1579.59,1537.41,1563.52,59424726
2020-04-15,1576.53,1576.59,1594.67,1573.06,1576.53,92330415
2020-04-16,1560.96,1550.95,1574.73,1549.0,1560.96,111587999
2020-04-17,1575.69,1573.69,1591.77,1565.42,1575.69,66219978
2020-04-20,1527.67,1530.65,1552.1,1519.35,1527.67,89915343
2020-04-21,1500.54,1504.75,1517.09,1497.81,1500.54,96751963
2020-04-22,1531.46,1537.15,1545.43,1525.86,1531.46,131459273
2020-04-23,1535.91,1541.24,1551.81,1529.69,1535.91,135309286
2020-04-24,1508.59,1518.07,1529.96,1495.87,1508.59,73350268
2020-04-27,1521.22,1514.77,1534.15,1507.69,1521.22,96468915
2020-04-28,1490.11,1503.53,1513.27,1481.24,1490.11,107063342
2020-04-29,1503.66,1504.67,1518.67,1491.12,1503.66,74089042
2020-04-30,1527.94,1530.25,1530.27,1504.66,1527.94,117975621
2020-05-01,1503.93,1511.25,1524.52,1467.49,1503.93,64582189
2020-05-04,1478.73,1468.42,1484.44,1452.33,1478.73,68317401
2020-05-05,1419.99,1411.38,1429.59,1409.2,1419.99,112486066
2020-05-06,1356.57,1361.55,1367.61,1352.76,1356.57,63542182
2020-05-07,1349.71,1346.44,1351.9,1338.32,1349.71,87459889
2020-05-08,1344.01,1351.02,1363.19,1339.01,1344.01,137088698
2020-05-11,1354.61,1358.71,1370.08,1333.92,1354.61,53437552
2020-05-12,1333.06,1332.42,1359.95,1318.85,1333.06,149672059
2020-05-13,1356.84,1366.35,1371.35,1353.15,1356.84,51348844
2020-05-14,1340.16,1344.81,1349.52,1327.93,1340.16,137406206
2020-05-15,1320.77,1323.77,1338.15,1309.8,1320.77,76536247
2020-05-18,1292.54,1291.01,1301.17,1289.14,1292.54,89992598
2020-05-19,1324.79,1323.18,1337.56,1313.2,1324.79,64737896
2020-05-20,1315.07,1315.58,1320.36,1307.59,1315.07,96514948
2020-05-21,1330.17,1325.57,1336.35,1314.78,1330.17,74621069
2020-05-22,1349.08,1352.26,1365.51,1332.7,1349.08,121971170
2020-05-25,1332.66,1322.19,1354.38,1298.4,1332.66,97017495
2020-05-26,1327.88,1323.7,1345.98,1314.19,1327.88,57225999
2020-05-27,1298.81,1293.75,1306.52,1284.06,1298.81,55947416
2020-05-28,1299.55,1303.17,1303.41,1286.45,1299.55,145226381
2020-05-29,1313.12,1319.96,1344.52,1310.32,1313.12,122343849
2020-06-01,1333.7,1327.74,1353.77,1326.41,1333.7,131841296
2020-06-02,1320.35,1324.34,1329.2,1300.37,1320.35,120592806
2020-06-03,1317.81,1325.54,1329.61,1314.5,1317.81,72991350
2020-06-04,1356.7,1363.63,1366.32,1355.75,1356.7,94390668
2020-06-05,1348.55,1353.4,1358.63,1334.12,1348.55,92535445
2020-06-08,1319.98,1317.0,1328.86,1285.57,1319.98,58534346
2020-06-09,1365.26,1367.38,1377.46,1363.63,1365.26,145614492
2020-06-10,1366.08,1355.85,1367.78,1331.95,1366.08,97279431
2020-06-11,1384.08,1389.15,1408.4,1383.2,1384.08,134247803
2020-06-12,1425.77,1426.03,1447.28,1425.63,1425.77,102310145
2020-06-15,1449.05,1444.29,1460.18,1442.0,1449.05,101890710
2020-06-16,1453.92,1453.5,1466.59,1439.68,1453.92,95413851
2020-06-17,1440.71,1452.29,1474.21,1427.77,1440.71,138849841
2020-06-18,1433.62,1437.28,1437.57,1409.09,1433.62,54559672
2020-06-19,1462.14,1462.55,1476.05,1457.74,1462.14,93613120
2020-06-22,1500.8,1514.98,1535.65,1486.49,1500.8,145162927
2020-06-23,1537.14,1535.83,1539.36,1510.65,1537.14,50952644
2020-06-24,1527.2,1523.51,1528.22,1515.8,1527.2,70446350
2020-06-25,1529.26,1534.54,1541.0,1518.99,1529.26,60462049
2020-06-26,1568.02,1564.38,1599.29,1542.84,1568.02,142838806
2020-06-29,1520.42,1509.55,1547.55,1504.24,1520.42,148677877
2020-06-30,1523.47,1538.5,1549.55,1517.62,1523.47,133944118
2020-07-01,1531.29,1528.57,1543.45,1515.02,1531.29,64118324
2020-07-02,1570.82,1568.09,1589.14,1555.38,1570.82,128622359
2020-07-03,1576.7,1580.19,1585.53,1574.25,1576.7,119873765
2020-07-06,1612.77,1613.74,1626.9,1591.88,1612.77,106412949
2020-07-07,1638.15,1640.93,1645.66,1628.05,1638.15,131299684
2020-07-08,1631.71,1645.81,1662.7,1599.76,1631.71,112624724
2020-07-09,1596.12,1601.75,1604.64,1592.88,1596.12,97834572
2020-07-10,1657.77,1662.34,1672.95,1649.61,1657.77,146579028
2020-07-13,1576.4,1574.29,1577.9,1546.87,1576.4,103106602
2020-07-14,1631.96,1639.62,1652.97,1630.59,1631.96,73074986
2020-07-15,1684.96,1687.93,1688.49,1673.09,1684.96,67617638
2020-07-16,1686.29,1683.26,1690.51,1677.74,1686.29,131441778
2020-07-17,1640.93,1636.22,1646.94,1625.89,1640.93,146927883
2020-07-20,1652.49,1640.34,1682.33,1633.62,1652.49,130033075
2020-07-21,1642.51,1624.24,1660.21,1613.15,1642.51,143177011
2020-07-22,1596.1,1589.05,1597.87,1573.07,1596.1,117894244
2020-07-23,1637.08,1637.69,1643.72,1619.25,1637.08,93123903
2020-07-24,1663.67,1671.06,1691.44,1655.61,1663.67,116325347
2020-07-27,1688.68,1693.32,1705.36,1684.11,1688.68,103088269
2020-07-28,1656.97,1661.35,1688.21,1654.54,1656.97,88385192
2020-07-29,1695.37,1711.02,1716.9,1691.18,1695.37,61166608
2020-07-30,1755.46,1749.66,1759.12,1746.57,1755.46,94228273
2020-07-31,1757.84,1755.28,1759.54,1725.85,1757.84,122232567
2020-08-03,1722.25,1730.2,1736.53,1688.93,1722.25,58036746
2020-08-04,1759.05,1748.24,1760.99,1742.43,1759.05,92541267
2020-08-05,1810.85,1813.64,1815.81,1785.63,1810.85,91945104
2020-08-06,1800.19,1805.88,1832.6,1794.71,1800.19,89166085
2020-08-07,1845.79,1855.92,1877.68,1826.82,1845.79,106644698
2020-08-10,1852.91,1860.18,1885.59,1846.38,1852.91,110088305
2020-08-11,1827.62,1822.08,1838.86,1819.16,1827.62,115272817
2020-08-12,1840.2,1827.78,1865.36,1808.72,1840.2,100675825
2020-08-13,1842.66,1843.05,1869.72,1813.13,1842.66,86432098
2020-08-14,1837.3,1833.26,1843.9,1830.56,1837.3,66001977
2020-08-17,1815.83,1812.51,1818.01,1810.57,1815.83,82323662
2020-08-18,1797.13,1803.47,1816.2,1781.74,1797.13,110073111
2020-08-19,1724.79,1738.76,1746.55,1708.3,1724.79,143928357
2020-08-20,1688.12,1691.88,1708.82,1679.48,1688.12,97354114
2020-08-21,1712.09,1717.8,1736.03,1708.46,1712.09,147024886
2020-08-24,1728.2,1729.98,1735.95,1722.07,1728.2,108817527
2020-08-25,1724.21,1737.35,1738.19,1702.07,1724.21,144887709
2020-08-26,1640.7,1635.92,1644.59,1628.57,1640.7,93544305
2020-08-27,1667.53,1673.52,1687.6,1648.87,1667.53,139881320
2020-08-28,1699.0,1710.92,1711.95,1683.25,1699.0,142617014
2020-08-31,1664.78,1676.92,1699.18,1661.22,1664.78,87590075
2020-09-01,1604.49,1606.06,1612.5,1597.0,1604.49,83369834
2020-09-02,1652.85,1651.71,1695.85,1648.79,1652.85,146384741
2020-09-03,1670.4,1660.2,1689.05,1654.33,1670.4,124810577
2020-09-04,1656.78,1654.51,1680.35,1645.01,1656.78,119466151
2020-09-07,1636.18,1632.28,1649.02,1622.92,1636.18,135178271
2020-09-08,1641.51,1645.45,1661.55,1623.39,1641.51,139170573
2020-09-09,1647.78,1649.08,1651.9,1631.83,1647.78,107536072
2020-09-10,1685.72,1689.69,1701.8,1680.03,1685.72,96910058
2020-09-11,1716.56,1725.76,1731.47,1702.34,1716.56,81221639
2020-09-14,1674.35,1675.16,1679.56,1663.58,1674.35,55395016
2020-09-15,1670.79,1666.53,1676.23,1655.12,1670.79,90659516
2020-09-16,1702.77,1692.33,1703.48,1680.4,1702.77,82270150
2020-09-17,1693.06,1694.08,1695.37,1691.92,1693.06,98456866
2020-09-18,1732.2,1719.67,1733.31,1699.53,1732.2,109937784
2020-09-21,1763.61,1744.61,1774.04,1730.41,1763.61,143696867
2020-09-22,1684.44,1700.98,1725.07,1666.64,1684.44,75382099
2020-09-23,1623.53,1645.06,1647.13,1596.39,1623.53,116276807
2020-09-24,1655.36,1660.87,1673.3,1636.14,1655.36,143550573
2020-09-25,1680.25,1692.43,1734.0,1667.15,1680.25,147550507
2020-09-28,1623.52,1620.53,1648.35,1606.78,1623.52,123719914
2020-09-29,1615.27,1614.12,1638.98,1602.48,1615.27,60173678
2020-09-30,1653.11,1644.52,1664.03,1634.0,1653.11,73565434
2020-10-01,1700.41,1691.24,1705.93,1681.0,1700.41,98107575
2020-10-02,1725.25,1724.16,1737.24,1718.26,1725.25,55889246
2020-10-05,1702.93,1701.37,1722.52,1700.17,1702.93,121152514
2020-10-06,1697.47,1702.75,1714.26,1682.48,1697.47,73194770
2020-10-07,1702.75,1715.59,1724.77,1674.87,1702.75,53272164
2020-10-08,1769.53,1770.14,1775.76,1754.83,1769.53,64501400
2020-10-09,1812.83,1821.46,1825.59,1793.51,1812.83,103664045
2020-10-12,1789.22,1793.44,1793.65,1780.65,1789.22,126003968
2020-10-13,1777.11,1777.3,1778.3,1766.05,1777.11,84412514
2020-10-14,1764.21,1765.64,1769.92,1748.08,1764.21,97412856
2020-10-15,1752.36,1762.01,1798.24,1746.51,1752.36,80176550
2020-10-16,1742.7,1728.41,1764.03,1693.88,1742.7,69788686
2020-10-19,1714.67,1718.06,1726.86,1696.5,1714.67,120139107
2020-10-20,1729.82,1731.48,1735.48,1724.57,1729.82,99717739
2020-10-21,1705.01,1695.09,1744.29,1693.88,1705.01,63224939
2020-10-22,1684.26,1679.68,1686.4,1661.33,1684.26,101257135
2020-10-23,1700.46,1696.55,1702.05,1681.43,1700.46,82623271
2020-10-26,1718.02,1729.79,1730.97,1693.35,1718.02,120229389
2020-10-27,1776.81,1779.04,1784.29,1764.16,1776.81,68412161
2020-10-28,1755.51,1755.46,1766.57,1744.04,1755.51,120023835
2020-10-29,1790.51,1790.58,1793.42,1776.37,1790.51,131400166
2020-10-30,1815.21,1812.81,1826.65,1782.99,1815.21,124815021
2020-11-02,1818.41,1832.62,1859.88,1799.39,1818.41,117154901
2020-11-03,1849.59,1845.77,1851.86,1838.02,1849.59,77966530
2020-11-04,1860.67,1863.3,1884.58,1844.68,1860.67,72928662
2020-11-05,1821.14,1822.53,1846.59,1816.61,1821.14,129704312
2020-11-06,1825.49,1817.32,1826.64,1809.46,1825.49,111554809
2020-11-09,1782.2,1795.41,1804.9,1775.13,1782.2,70779607
2020-11-10,1762.16,1759.43,1767.97,1739.13,1762.16,113612940
2020-11-11,1770.81,1783.65,1809.18,1767.29,1770.81,96812937
2020-11-12,1808.65,1799.49,1821.91,1774.63,1808.65,80872919
2020-11-13,1782.97,1782.14,1805.57,1767.88,1782.97,79716625
2020-11-16,1755.41,1766.91,1774.82,1748.66,1755.41,97384871
2020-11-17,1741.53,1735.85,1759.26,1722.03,1741.53,138149464
2020-11-18,1758.12,1764.28,1784.23,1749.17,1758.12,85345249
2020-11-19,1809.58,1811.89,1814.51,1792.17,1809.58,136741021
2020-11-20,1820.02,1833.11,1842.72,1783.13,1820.02,95363990
2020-11-23,1802.95,1807.28,1837.03,1790.18,1802.95,138064745
2020-11-24,1744.89,1741.91,1776.76,1707.13,1744.89,117716532
2020-11-25,1774.05,1776.62,1783.35,1741.96,1774.05,103393870
2020-11-26,1805.54,1814.61,1836.11,1764.68,1805.54,108841178
2020-11-27,1766.51,1751.7,1770.12,1746.32,1766.51,140397137
2020-11-30,1778.96,1789.03,1789.8,1775.81,1778.96,123435691
2020-12-01,1788.57,1778.37,1808.68,1764.41,1788.57,58774213
2020-12-02,1751.51,1751.3,1763.54,1741.93,1751.51,125588665
2020-12-03,1687.51,1695.27,1706.02,1676.72,1687.51,78168464
2020-12-04,1644.43,1651.82,1682.76,1631.79,1644.43,82844831
2020-12-07,1743.91,1746.79,1768.59,1743.11,1743.91,84524900
2020-12-08,1762.12,1767.43,1786.76,1744.85,1762.12,94634183
2020-12-09,1711.68,1711.3,1713.28,1709.5,1711.68,67471290
2020-12-10,1693.59,1696.25,1701.93,1682.53,1693.59,79274198
2020-12-11,1602.62,1587.39,1612.46,1562.18,1602.62,84308029
2020-12-14,1550.18,1551.97,1590.09,1524.09,1550.18,51162721
2020-12-15,1583.91,1592.17,1594.11,1577.31,1583.91,138259743
2020-12-16,1588.25,1604.24,1614.29,1577.75,1588.25,81920469
2020-12-17,1637.12,1632.21,1639.2,1612.56,1637.12,146627065
2020-12-18,1639.81,1634.27,1649.31,1622.94,1639.81,146816982
2020-12-21,1668.8,1672.77,1675.45,1653.63,1668.8,86749957
2020-12-22,1580.48,1577.48,1598.07,1554.35,1580.48,83799571
2020-12-23,1550.73,1549.54,1571.04,1548.93,1550.73,125175869
2020-12-24,1546.69,1552.63,1567.93,1536.34,1546.69,134083412
2020-12-25,1513.58,1516.1,1518.65,1495.32,1513.58,126476837
2020-12-28,1501.74,1510.34,1522.61,1487.89,1501.74,55647249
2020-12-29,1531.06,1529.6,1554.96,1510.98,1531.06,115477540
2020-12-30,1498.78,1502.8,1518.93,1484.91,1498.78,128413740
2020-12-31,1526.07,1518.31,1547.66,1500.99,1526.07,142071889
2021-01-01,1524.03,1522.81,1547.08,1500.75,1524.03,94332357
2021-01-04,1475.55,1479.05,1487.95,1461.67,1475.55,128651225
2021-01-05,1461.99,1449.48,1466.41,1418.63,1461.99,55043185
2021-01-06,1469.54,1473.33,1475.04,1466.86,1469.54,67933952
2021-01-07,1454.62,1458.03,1471.02,1453.96,1454.62,67407528
2021-01-08,1394.31,1399.85,1413.9,1386.46,1394.31,131372083
2021-01-11,1355.09,1360.68,1362.87,1344.48,1355.09,110108245
2021-01-12,1342.9,1353.97,1367.53,1342.11,1342.9,63585131
2021-01-13,1308.38,1309.17,1320.79,1293.75,1308.38,115709508
2021-01-14,1289.27,1284.75,1306.69,1262.53,1289.27,93655863
2021-01-15,1303.95,1306.05,1321.85,1290.48,1303.95,79250586
2021-01-18,1292.27,1301.85,1321.08,1272.13,1292.27,53823897
2021-01-19,1289.13,1286.2,1302.11,1256.1,1289.13,112995635
2021-01-20,1289.1,1297.0,1308.71,1280.14,1289.1,68753720
2021-01-21,1307.34,1308.34,1324.82,1283.38,1307.34,87739869
2021-01-22,1346.45,1349.97,1350.45,1331.71,1346.45,148180054
2021-01-25,1352.94,1341.81,1360.87,1325.45,1352.94,113986232
2021-01-26,1373.31,1368.45,1381.69,1366.1,1373.31,106913353
2021-01-27,1392.05,1398.03,1420.6,1389.19,1392.05,102152437
2021-01-28,1418.42,1412.17,1435.18,1402.09,1418.42,89566842
2021-01-29,1418.35,1415.33,1431.47,1414.63,1418.35,83220937
2021-02-01,1425.71,1417.05,1428.87,1413.31,1425.71,125870561
2021-02-02,1450.09,1451.79,1461.99,1418.27,1450.09,86413220
2021-02-03,1457.61,1455.3,1460.22,1442.2,1457.61,110044384
2021-02-04,1446.03,1448.25,1464.09,1438.66,1446.03,62396236
2021-02-05,1424.04,1424.68,1437.92,1416.2,1424.04,143091406
2021-02-08,1454.99,1456.06,1457.79,1448.31,1454.99,132747072
2021-02-09,1503.02,1514.16,1529.57,1490.06,1503.02,89203982
2021-02-10,1540.59,1549.79,1567.95,1539.51,1540.59,52960560
2021-02-11,1559.67,1558.57,1566.82,1555.94,1559.67,65238628
2021-02-12,1562.68,1568.98,1574.43,1535.69,1562.68,89695105
2021-02-15,1545.9,1547.1,1562.08,1510.06,1545.9,102422820
2021-02-16,1558.83,1566.42,1574.53,1549.52,1558.83,64014078
2021-02-17,1578.38,1561.49,1591.5,1548.88,1578.38,144843547
2021-02-18,1595.13,1595.12,1607.98,1593.02,1595.13,63975276
2021-02-19,1539.49,1525.69,1545.73,1513.28,1539.49,77349230
2021-02-22,1498.06,1493.02,1500.82,1492.76,1498.06,84129283
2021-02-23,1476.22,1473.21,1482.28,1443.24,1476.22,74686188
2021-02-24,1459.16,1459.53,1484.17,1436.77,1459.16,95132463
2021-02-25,1465.62,1477.99,1493.27,1456.63,1465.62,96061114
2021-02-26,1397.34,1389.83,1409.46,1379.79,1397.34,112906943
2021-03-01,1361.12,1365.12,1380.88,1347.11,1361.12,141574898
2021-03-02,1348.2,1341.85,1357.99,1332.28,1348.2,82359034
2021-03-03,1352.71,1355.18,1377.19,1352.26,1352.71,146200556
2021-03-04,1368.72,1373.72,1380.94,1347.57,1368.72,117015614
2021-03-05,1369.6,1375.84,1384.4,1350.18,1369.6,95244906
2021-03-08,1357.28,1363.78,1376.18,1345.06,1357.28,93802903
2021-03-09,1341.96,1339.0,1344.94,1333.42,1341.96,146928071
2021-03-10,1327.91,1318.42,1332.12,1310.57,1327.91,132337658
2021-03-11,1285.32,1293.4,1305.54,1284.53,1285.32,126762828
2021-03-12,1299.56,1308.97,1320.82,1290.92,1299.56,83756609
2021-03-15,1304.19,1307.54,1323.74,1299.67,1304.19,86404929
2021-03-16,1313.77,1316.33,1318.61,1305.09,1313.77,83907133
2021-03-17,1322.31,1323.38,1332.38,1295.06,1322.31,102495089
2021-03-18,1278.52,1289.02,1291.35,1276.58,1278.52,113398904
2021-03-19,1251.2,1252.07,1267.34,1244.85,1251.2,135285838
2021-03-22,1264.53,1269.86,1287.38,1238.05,1264.53,53532031
2021-03-23,1275.93,1277.26,1297.93,1264.49,1275.93,53119152
2021-03-24,1317.58,1323.71,1335.09,1312.99,1317.58,76266279
2021-03-25,1322.4,1331.6,1355.7,1307.31,1322.4,122050319
2021-03-26,1330.35,1330.92,1361.01,1319.38,1330.35,145619725
2021-03-29,1332.28,1339.76,1365.56,1325.53,1332.28,108434695
2021-03-30,1359.83,1369.82,1384.23,1357.06,1359.83,93124208
2021-03-31,1383.56,1379.7,1401.34,1354.56,1383.56,102759867
2021-04-01,1372.74,1363.92,1386.6,1350.04,1372.74,88752914
2021-04-02,1384.45,1383.98,1384.69,1381.34,1384.45,146814456
2021-04-05,1374.41,1372.22,1389.98,1365.94,1374.41,121633046
2021-04-06,1339.84,1351.41,1351.8,1333.08,1339.84,77591746
2021-04-07,1333.68,1337.46,1352.69,1332.58,1333.68,90565790
2021-04-08,1329.71,1330.96,1337.93,1326.0,1329.71,52033208
2021-04-09,1289.61,1277.62,1301.65,1276.28,1289.61,67451172
2021-04-12,1281.72,1288.05,1306.57,1275.0,1281.72,137675895
2021-04-13,1287.44,1293.55,1305.05,1271.33,1287.44,131285616
2021-04-14,1307.55,1312.29,1330.32,1303.49,1307.55,109301010
2021-04-15,1310.32,1307.53,1315.82,1304.71,1310.32,58364365
2021-04-16,1347.03,1348.34,1352.62,1320.88,1347.03,108187284
2021-04-19,1365.06,1367.2,1373.14,1362.61,1365.06,62031353
2021-04-20,1390.93,1384.36,1405.78,1379.82,1390.93,78969452
2021-04-21,1412.37,1414.66,1416.4,1393.56,1412.37,119279016
2021-04-22,1442.37,1435.18,1450.8,1430.48,1442.37,135116778
2021-04-23,1457.32,1458.25,1467.36,1447.69,1457.32,118446966
2021-04-26,1465.28,1474.97,1478.83,1460.16,1465.28,88020512
2021-04-27,1514.66,1518.44,1518.62,1502.78,1514.66,96965274
2021-04-28,1499.58,1504.97,1517.04,1489.75,1499.58,106091160
2021-04-29,1487.58,1497.67,1499.4,1485.25,1487.58,61531500
2021-04-30,1493.93,1498.13,1499.73,1493.21,1493.93,89732213
2021-05-03,1470.58,1478.13,1483.79,1461.83,1470.58,105770478
2021-05-04,1467.93,1479.61,1480.57,1467.55,1467.93,61673598
2021-05-05,1463.91,1482.63,1487.57,1455.44,1463.91,136635358
2021-05-06,1521.44,1520.19,1536.27,1514.75,1521.44,128090945
2021-05-07,1513.59,1512.03,1517.47,1496.13,1513.59,124264324
2021-05-10,1534.55,1533.99,1539.18,1532.68,1534.55,119079451
2021-05-11,1544.23,1547.22,1555.5,1518.71,1544.23,79194433
2021-05-12,1567.59,1565.11,1572.62,1547.22,1567.59,86614585
2021-05-13,1549.95,1546.38,1565.63,1532.43,1549.95,141148000
2021-05-14,1530.03,1538.67,1558.57,1527.14,1530.03,67086459
2021-05-17,1535.71,1543.25,1553.65,1521.18,1535.71,135024930
2021-05-18,1521.25,1510.62,1534.38,1489.94,1521.25,77371911
2021-05-19,1555.63,1556.02,1565.95,1555.1,1555.63,148734487
2021-05-20,1576.25,1575.19,1586.8,1568.5,1576.25,91537760
2021-05-21,1591.49,1591.4,1605.42,1582.09,1591.49,145374328
2021-05-24,1583.46,1593.44,1604.36,1580.23,1583.46,130800508
2021-05-25,1592.91,1573.89,1601.24,1564.06,1592.91,114548109
2021-05-26,1585.14,1586.81,1617.98,1577.4,1585.14,104302296
2021-05-27,1606.93,1607.58,1609.94,1570.4,1606.93,133499708
2021-05-28,1582.64,1597.16,1642.07,1580.26,1582.64,102547450
2021-05-31,1548.75,1543.46,1561.84,1527.69,1548.75,89805761
2021-06-01,1559.35,1566.33,1602.78,1551.5,1559.35,54260590
2021-06-02,1597.59,1596.14,1622.61,1588.39,1597.59,101619471
2021-06-03,1613.11,1624.2,1628.97,1609.78,1613.11,65177806
2021-06-04,1602.05,1590.54,1618.81,1561.98,1602.05,96155155
2021-06-07,1589.92,1590.67,1591.33,1579.05,1589.92,121237903
2021-06-08,1562.59,1562.66,1565.16,1555.28,1562.59,71531087
2021-06-09,1566.85,1569.83,1573.78,1558.19,1566.85,71091945
2021-06-10,1560.16,1569.11,1575.73,1545.88,1560.16,118607791
2021-06-11,1562.05,1562.1,1568.12,1538.98,1562.05,110984607
2021-06-14,1541.93,1549.04,1564.23,1537.16,1541.93,81717128
2021-06-15,1546.77,1545.86,1556.99,1545.03,1546.77,135731211
2021-06-16,1540.05,1535.23,1558.45,1505.02,1540.05,64635018
2021-06-17,1541.9,1563.66,1579.46,1538.14,1541.9,113127076
2021-06-18,1564.34,1574.79,1574.86,1559.92,1564.34,143029927
2021-06-21,1565.87,1562.84,1570.97,1557.25,1565.87,65026975
2021-06-22,1538.24,1533.98,1566.26,1526.7,1538.24,101390123
2021-06-23,1573.28,1569.99,1594.07,1569.15,1573.28,102341242
2021-06-24,1603.64,1602.02,1642.9,1598.66,1603.64,97035729
